ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length
499,Location 10 - Location 42,10,42,40,14464.166405106052000
500,Location 10 - Location 4,10,4,41,15966.578010828078000
501,Location 10 - Location 6,10,6,42,16761.032717616094000
502,Location 10 - Location 21,10,21,43,17061.042119005335000
503,Location 10 - Location 20,10,20,44,17497.357361376788000
504,Location 10 - Location 31,10,31,45,17645.612197626044000
505,Location 10 - Location 25,10,25,46,17915.199000607146000
506,Location 10 - Location 22,10,22,47,18115.999862436929000
507,Location 10 - Location 19,10,19,48,20569.529814002242000
508,Location 10 - Location 27,10,27,49,21317.149610370121000
509,Location 10 - Location 32,10,32,50,24649.142352641327000
510,Location 10 - Location 30,10,30,51,24786.533846438797000
511,Location 11 - Location 11,11,11,1,0.000000000000000
512,Location 11 - Location 35,11,35,2,667.539685323984940
513,Location 11 - Location 23,11,23,3,1335.926087007001600
514,Location 11 - Location 17,11,17,4,1392.913482051627200
515,Location 11 - Location 3,11,3,5,2383.892380632516100
516,Location 11 - Location 26,11,26,6,2492.953321894590800
517,Location 11 - Location 18,11,18,7,3281.535877454378400
518,Location 11 - Location 5,11,5,8,3813.260083681204800
519,Location 11 - Location 15,11,15,9,4005.806502106770000
520,Location 11 - Location 38,11,38,10,4145.082844475181400
521,Location 11 - Location 36,11,36,11,4181.000996696508100
522,Location 11 - Location 33,11,33,12,4277.366321988291000
523,Location 11 - Location 28,11,28,13,4298.176111011417600
524,Location 11 - Location 34,11,34,14,4336.227131975118900
525,Location 11 - Location 7,11,7,15,4418.551823775387700
526,Location 11 - Location 2,11,2,16,4598.415743457282600
527,Location 11 - Location 50,11,50,17,4701.139635159344800
528,Location 11 - Location 29,11,29,18,4881.288168654467900
529,Location 11 - Location 40,11,40,19,5048.324647281178800
530,Location 11 - Location 51,11,51,20,5121.609868155158400
531,Location 11 - Location 1,11,1,21,5355.499933803967900
532,Location 11 - Location 47,11,47,22,5460.346430311432400
533,Location 11 - Location 16,11,16,23,5657.177573069217000
534,Location 11 - Location 9,11,9,24,5793.822374026142800
535,Location 11 - Location 10,11,10,25,5929.364115222157100
536,Location 11 - Location 39,11,39,26,6094.431297931138000
537,Location 11 - Location 24,11,24,27,6260.908679560610800
538,Location 11 - Location 48,11,48,28,8930.321381654417600
539,Location 11 - Location 44,11,44,29,9734.156152896788600
540,Location 11 - Location 12,11,12,30,12162.284288884037000
541,Location 11 - Location 45,11,45,31,12268.314172570788000
542,Location 11 - Location 13,11,13,32,12557.500082314273000
543,Location 11 - Location 46,11,46,33,13135.081679560099000
544,Location 11 - Location 14,11,14,34,14481.279675338110000
545,Location 11 - Location 37,11,37,35,15460.438169379169000
546,Location 11 - Location 41,11,41,36,16128.035822716211000
547,Location 11 - Location 49,11,49,37,16338.185317130403000
548,Location 11 - Location 4,11,4,38,16488.943902231877000
549,Location 11 - Location 43,11,43,39,16704.859926684570000
550,Location 11 - Location 8,11,8,40,17193.266011988322000
551,Location 11 - Location 42,11,42,41,17526.585140466133000
552,Location 11 - Location 21,11,21,42,17543.218142532856000
553,Location 11 - Location 25,11,25,43,17785.568751945753000
554,Location 11 - Location 22,11,22,44,17911.591986994532000
555,Location 11 - Location 6,11,6,45,18165.206657915081000
556,Location 11 - Location 19,11,19,46,20207.007083184486000
557,Location 11 - Location 20,11,20,47,20502.086401982371000
558,Location 11 - Location 31,11,31,48,20851.966558813976000
559,Location 11 - Location 27,11,27,49,24321.878650975705000
560,Location 11 - Location 32,11,32,50,27855.496713829256000
561,Location 11 - Location 30,11,30,51,27992.888207626725000
562,Location 12 - Location 12,12,12,1,0.000000000000000
563,Location 12 - Location 45,12,45,2,1816.510681707716700
564,Location 12 - Location 41,12,41,3,4015.986762692562900
565,Location 12 - Location 49,12,49,4,4400.640258913360400
566,Location 12 - Location 46,12,46,5,4756.254489613337700
567,Location 12 - Location 2,12,2,6,7716.499990427057100
568,Location 12 - Location 42,12,42,7,8522.528234036613900
569,Location 12 - Location 10,12,10,8,9099.865553523952300
570,Location 12 - Location 9,12,9,9,11042.216244840085000
571,Location 12 - Location 17,12,17,10,11499.548086543800000
572,Location 12 - Location 44,12,44,11,11725.701647382995000
573,Location 12 - Location 50,12,50,12,11761.757251069956000
574,Location 12 - Location 38,12,38,13,11876.224235630210000
575,Location 12 - Location 11,12,11,14,12162.284288884039000
576,Location 12 - Location 26,12,26,15,12244.009571057062000
577,Location 12 - Location 1,12,1,16,12481.051409186495000
578,Location 12 - Location 3,12,3,17,12563.899500540339000
579,Location 12 - Location 48,12,48,18,12603.586378528624000
580,Location 12 - Location 35,12,35,19,12656.826969515585000
581,Location 12 - Location 23,12,23,20,13238.493166001383000
582,Location 12 - Location 33,12,33,21,13259.745542304403000
583,Location 12 - Location 24,12,24,22,13321.526295471216000
584,Location 12 - Location 15,12,15,23,13571.710609173393000
585,Location 12 - Location 5,12,5,24,13766.640240303263000
586,Location 12 - Location 28,12,28,25,13854.492267221594000
587,Location 12 - Location 18,12,18,26,13932.249261139397000
588,Location 12 - Location 47,12,47,27,14115.192353968827000
589,Location 12 - Location 36,12,36,28,15147.971708365114000
590,Location 12 - Location 7,12,7,29,15182.589547576486000
591,Location 12 - Location 16,12,16,30,15223.081680135841000
592,Location 12 - Location 40,12,40,31,15323.021375038597000
593,Location 12 - Location 39,12,39,32,15421.219820769133000
594,Location 12 - Location 29,12,29,33,15427.525086624089000
595,Location 12 - Location 34,12,34,34,15684.844062931001000
596,Location 12 - Location 51,12,51,35,16187.225567845700000
597,Location 12 - Location 14,12,14,36,20268.187408664984000
598,Location 12 - Location 37,12,37,37,20440.351442759937000
599,Location 12 - Location 13,12,13,38,20506.026498768464000
600,Location 12 - Location 43,12,43,39,21757.086404230889000
601,Location 12 - Location 8,12,8,40,23235.402522243960000
602,Location 12 - Location 4,12,4,41,24959.840105342890000
603,Location 12 - Location 6,12,6,42,25754.294812130898000
604,Location 12 - Location 21,12,21,43,26054.304213520139000
605,Location 12 - Location 20,12,20,44,26490.619455891589000
606,Location 12 - Location 30,12,30,45,26554.579303953014000
607,Location 12 - Location 31,12,31,46,26638.874292140848000
608,Location 12 - Location 25,12,25,47,26908.461095121958000
609,Location 12 - Location 22,12,22,48,27109.261956951734000
610,Location 12 - Location 32,12,32,49,29218.486685290783000
611,Location 12 - Location 19,12,19,50,29562.791908517051000
612,Location 12 - Location 27,12,27,51,29969.378699303015000
613,Location 13 - Location 13,13,13,1,0.000000000000000
614,Location 13 - Location 14,13,14,2,2743.762803312070000
615,Location 13 - Location 8,13,8,3,5256.397730360477900
616,Location 13 - Location 4,13,4,4,5431.861034832733800
617,Location 13 - Location 37,13,37,5,5441.630774398626300
618,Location 13 - Location 6,13,6,6,6228.338376287236300
619,Location 13 - Location 43,13,43,7,6330.413042238720700
620,Location 13 - Location 21,13,21,8,6528.347777676478500
621,Location 13 - Location 25,13,25,9,7380.482024611799700
622,Location 13 - Location 16,13,16,10,7579.919851182672600
623,Location 13 - Location 22,13,22,11,7581.282886441577800
624,Location 13 - Location 20,13,20,12,8565.218120354533300
625,Location 13 - Location 15,13,15,13,9171.933473459559500
626,Location 13 - Location 31,13,31,14,9320.337293831895300
627,Location 13 - Location 9,13,9,15,9897.114091986954000
628,Location 13 - Location 19,13,19,16,10034.812838006887000
629,Location 13 - Location 3,13,3,17,11083.747595661443000
630,Location 13 - Location 10,13,10,18,11512.764404253658000
631,Location 13 - Location 27,13,27,19,12385.010369347865000
632,Location 13 - Location 18,13,18,20,12428.090986097817000
633,Location 13 - Location 11,13,11,21,12557.500082314275000
634,Location 13 - Location 35,13,35,22,13059.859146225044000
635,Location 13 - Location 17,13,17,23,13109.134878790966000
636,Location 13 - Location 2,13,2,24,13125.998917393912000
637,Location 13 - Location 23,13,23,25,13662.181007009025000
638,Location 13 - Location 26,13,26,26,14252.945665693485000
639,Location 13 - Location 5,13,5,27,15651.298096387814000
640,Location 13 - Location 38,13,38,28,15732.889391849531000
641,Location 13 - Location 33,13,33,29,15970.969233804559000
642,Location 13 - Location 32,13,32,30,16015.327792824670000
643,Location 13 - Location 28,13,28,31,16136.214123718026000
644,Location 13 - Location 36,13,36,32,16212.915922822351000
645,Location 13 - Location 7,13,7,33,16256.589836481995000
646,Location 13 - Location 50,13,50,34,16288.946182533695000
647,Location 13 - Location 30,13,30,35,16448.333680654086000
648,Location 13 - Location 34,13,34,36,16626.966984921153000
649,Location 13 - Location 29,13,29,37,16719.326181361073000
650,Location 13 - Location 40,13,40,38,16886.362659987790000
651,Location 13 - Location 1,13,1,39,16943.306481178319000
652,Location 13 - Location 51,13,51,40,17289.612574583633000
653,Location 13 - Location 47,13,47,41,17298.384443018047000
654,Location 13 - Location 24,13,24,42,17848.715226934961000
655,Location 13 - Location 39,13,39,43,17932.469310637749000
656,Location 13 - Location 48,13,48,44,20356.703948432973000
657,Location 13 - Location 12,13,12,45,20506.026498768457000
658,Location 13 - Location 45,13,45,46,20612.056382455215000
659,Location 13 - Location 44,13,44,47,21160.538719675344000
660,Location 13 - Location 46,13,46,48,21478.823889444520000
661,Location 13 - Location 41,13,41,49,24471.778032600636000
662,Location 13 - Location 49,13,49,50,24681.927527014828000
663,Location 13 - Location 42,13,42,51,25870.327350350555000
664,Location 14 - Location 14,14,14,1,0.000000000000000
665,Location 14 - Location 13,14,13,2,2743.762803312070000
666,Location 14 - Location 8,14,8,3,3606.644664926408500
667,Location 14 - Location 37,14,37,4,3613.165610132253700
668,Location 14 - Location 43,14,43,5,4501.947877972346800
669,Location 14 - Location 4,14,4,6,4822.669473529012100
670,Location 14 - Location 6,14,6,7,5619.146814983513700
671,Location 14 - Location 21,14,21,8,5919.156216372756700
672,Location 14 - Location 25,14,25,9,6771.290463308078900
673,Location 14 - Location 20,14,20,10,6861.861598574044400
674,Location 14 - Location 22,14,22,11,6972.091325137856100
675,Location 14 - Location 31,14,31,12,7616.980772051409100
676,Location 14 - Location 16,14,16,13,9503.699444206509700
677,Location 14 - Location 19,14,19,14,9601.802319270385900
678,Location 14 - Location 9,14,9,15,10079.266304199877000
679,Location 14 - Location 27,14,27,16,10681.653847567375000
680,Location 14 - Location 15,14,15,17,11095.713066483400000
681,Location 14 - Location 10,14,10,18,11274.925314150178000
682,Location 14 - Location 2,14,2,19,12888.159827290432000
683,Location 14 - Location 3,14,3,20,13007.527188685284000
684,Location 14 - Location 32,14,32,21,14311.971271044180000
685,Location 14 - Location 18,14,18,22,14351.870579121656000
686,Location 14 - Location 11,14,11,23,14481.279675338112000
687,Location 14 - Location 30,14,30,24,14744.977158873598000
688,Location 14 - Location 17,14,17,25,14949.122418327568000
689,Location 14 - Location 35,14,35,26,14983.638739248881000
690,Location 14 - Location 23,14,23,27,15585.960600032864000
691,Location 14 - Location 26,14,26,28,15898.588003675399000
692,Location 14 - Location 38,14,38,29,16475.780295201384000
693,Location 14 - Location 50,14,50,30,16640.987306059978000
694,Location 14 - Location 1,14,1,31,17360.281464176514000
695,Location 14 - Location 33,14,33,32,17399.455849574184000
696,Location 14 - Location 5,14,5,33,17575.077689411650000
697,Location 14 - Location 28,14,28,34,17919.192839343334000
698,Location 14 - Location 36,14,36,35,18136.695515846190000
699,Location 14 - Location 7,14,7,36,18180.369429505834000
700,Location 14 - Location 24,14,24,37,18200.756350461237000
701,Location 14 - Location 47,14,47,38,18365.722765822360000
702,Location 14 - Location 34,14,34,39,18550.746577944992000
703,Location 14 - Location 29,14,29,40,18643.105774384912000
704,Location 14 - Location 40,14,40,41,18810.142253011629000
705,Location 14 - Location 51,14,51,42,19213.392167607471000
706,Location 14 - Location 39,14,39,43,19671.750232622660000
707,Location 14 - Location 48,14,48,44,20118.864858329493000
708,Location 14 - Location 12,14,12,45,20268.187408664977000
709,Location 14 - Location 45,14,45,46,20374.217292351736000
710,Location 14 - Location 44,14,44,47,20922.699629571864000
711,Location 14 - Location 46,14,46,48,21240.984799341040000
712,Location 14 - Location 41,14,41,49,24233.938942497156000
713,Location 14 - Location 49,14,49,50,24444.088436911348000
714,Location 14 - Location 42,14,42,51,25632.488260247075000
715,Location 15 - Location 15,15,15,1,0.000000000000000
716,Location 15 - Location 16,15,16,2,1887.739514445327400
717,Location 15 - Location 3,15,3,3,1911.814122201884900
718,Location 15 - Location 18,15,18,4,3723.503850584820600
719,Location 15 - Location 9,15,9,5,3922.472137154470100
720,Location 15 - Location 11,15,11,6,4005.806502106769600
721,Location 15 - Location 35,15,35,7,4450.090907679383200
722,Location 15 - Location 10,15,10,8,5289.995544873543600
723,Location 15 - Location 23,15,23,9,5341.732589113771600
724,Location 15 - Location 17,15,17,10,5398.719984158397900
725,Location 15 - Location 2,15,2,11,6191.683027798842000
726,Location 15 - Location 26,15,26,12,6498.759824001362200
727,Location 15 - Location 36,15,36,13,7639.031960241427400
728,Location 15 - Location 34,15,34,14,7695.623000856504400
729,Location 15 - Location 5,15,5,15,7819.066585787972100
730,Location 15 - Location 38,15,38,16,8126.931031271673400
731,Location 15 - Location 33,15,33,17,8283.172824095059700
732,Location 15 - Location 28,15,28,18,8303.982613118187100
733,Location 15 - Location 7,15,7,19,8407.817393790413900
734,Location 15 - Location 51,15,51,20,8481.005737036543000
735,Location 15 - Location 50,15,50,21,8682.987821955839500
736,Location 15 - Location 29,15,29,22,8718.872801384986800
737,Location 15 - Location 40,15,40,23,9054.131149387949300
738,Location 15 - Location 13,15,13,24,9171.933473459561400
739,Location 15 - Location 1,15,1,25,9337.348120600463500
740,Location 15 - Location 47,15,47,26,9466.152932418202900
741,Location 15 - Location 39,15,39,27,10100.237800037909000
742,Location 15 - Location 24,15,24,28,10242.756866357102000
743,Location 15 - Location 14,15,14,29,11095.713066483397000
744,Location 15 - Location 37,15,37,30,12074.871560524456000
745,Location 15 - Location 4,15,4,31,12719.505843607983000
746,Location 15 - Location 48,15,48,32,12912.169568450909000
747,Location 15 - Location 43,15,43,33,13319.293317829857000
748,Location 15 - Location 12,15,12,34,13571.710609173397000
749,Location 15 - Location 45,15,45,35,13677.740492860148000
750,Location 15 - Location 44,15,44,36,13716.004339693280000
751,Location 15 - Location 21,15,21,37,13773.780083908967000
752,Location 15 - Location 8,15,8,38,13807.699403133609000
753,Location 15 - Location 25,15,25,39,14016.130693321858000
754,Location 15 - Location 22,15,22,40,14142.153928370637000
755,Location 15 - Location 6,15,6,41,14446.003672821314000
756,Location 15 - Location 46,15,46,42,14544.507999849458000
757,Location 15 - Location 19,15,19,43,16437.569024560580000
758,Location 15 - Location 20,15,20,44,17116.519793127663000
759,Location 15 - Location 31,15,31,45,17466.399949959265000
760,Location 15 - Location 41,15,41,46,17537.462143005570000
761,Location 15 - Location 49,15,49,47,17747.611637419766000
762,Location 15 - Location 42,15,42,48,18936.011460755493000
763,Location 15 - Location 27,15,27,49,20936.312042121001000
764,Location 15 - Location 32,15,32,50,24469.930104974548000
765,Location 15 - Location 30,15,30,51,24607.321598772018000
766,Location 16 - Location 16,16,16,1,0.000000000000000
767,Location 16 - Location 15,16,15,2,1887.739514445327600
768,Location 16 - Location 3,16,3,3,3799.553636647212900
769,Location 16 - Location 18,16,18,4,4848.171134915148300
770,Location 16 - Location 9,16,9,5,4916.035943192656300
771,Location 16 - Location 11,16,11,6,5657.177573069217000
772,Location 16 - Location 35,16,35,7,6324.717258393202400
773,Location 16 - Location 10,16,10,8,6785.729228219069200
774,Location 16 - Location 23,16,23,9,6993.103660076219100
775,Location 16 - Location 17,16,17,10,7050.091055120845300
776,Location 16 - Location 13,16,13,11,7579.919851182671700
777,Location 16 - Location 2,16,2,12,7843.054098761288500
778,Location 16 - Location 26,16,26,13,8150.130894963809600
779,Location 16 - Location 5,16,5,14,9470.437656750422300
780,Location 16 - Location 14,16,14,15,9503.699444206509700
781,Location 16 - Location 36,16,36,16,9526.771474686755000
782,Location 16 - Location 34,16,34,17,9583.362515301832900
783,Location 16 - Location 38,16,38,18,9778.302102234123600
784,Location 16 - Location 33,16,33,19,9934.543895057506200
785,Location 16 - Location 28,16,28,20,9955.353684080633700
786,Location 16 - Location 7,16,7,21,10075.729396844605000
787,Location 16 - Location 50,16,50,22,10334.358892918288000
788,Location 16 - Location 51,16,51,23,10368.745251481872000
789,Location 16 - Location 37,16,37,24,10482.857938247564000
790,Location 16 - Location 29,16,29,25,10538.465741723685000
791,Location 16 - Location 40,16,40,26,10705.502220350396000
792,Location 16 - Location 1,16,1,27,10988.719191562914000
793,Location 16 - Location 47,16,47,28,11117.524003380651000
794,Location 16 - Location 4,16,4,29,11127.492221331093000
795,Location 16 - Location 43,16,43,30,11727.279695552965000
796,Location 16 - Location 39,16,39,31,11751.608871000355000
797,Location 16 - Location 24,16,24,32,11894.127937319548000
798,Location 16 - Location 21,16,21,33,12181.766461632076000
799,Location 16 - Location 8,16,8,34,12215.685780856720000
800,Location 16 - Location 25,16,25,35,12424.117071044966000
801,Location 16 - Location 22,16,22,36,12550.140306093748000
802,Location 16 - Location 6,16,6,37,12853.990050544424000
803,Location 16 - Location 48,16,48,38,14563.540639413355000
804,Location 16 - Location 19,16,19,39,14845.555402283695000
805,Location 16 - Location 12,16,12,40,15223.081680135843000
806,Location 16 - Location 45,16,45,41,15329.111563822595000
807,Location 16 - Location 44,16,44,42,15367.375410655726000
808,Location 16 - Location 20,16,20,43,15524.506170850778000
809,Location 16 - Location 31,16,31,44,15874.386327682369000
810,Location 16 - Location 46,16,46,45,16195.879070811905000
811,Location 16 - Location 41,16,41,46,19188.833213968017000
812,Location 16 - Location 27,16,27,47,19344.298419844112000
813,Location 16 - Location 49,16,49,48,19398.982708382209000
814,Location 16 - Location 42,16,42,49,20587.382531717940000
815,Location 16 - Location 32,16,32,50,22877.916482697659000
816,Location 16 - Location 30,16,30,51,23015.307976495129000
817,Location 17 - Location 17,17,17,1,0.000000000000000
818,Location 17 - Location 26,17,26,2,1145.674223344289000
819,Location 17 - Location 11,17,11,3,1392.913482051627200
820,Location 17 - Location 35,17,35,4,1560.388311206358400
821,Location 17 - Location 23,17,23,5,1842.188257462341200
822,Location 17 - Location 38,17,38,6,2904.438862018347200
823,Location 17 - Location 33,17,33,7,2987.912434015054700
824,Location 17 - Location 5,17,5,8,3308.352634869512700
825,Location 17 - Location 28,17,28,9,3507.649423784199800
826,Location 17 - Location 50,17,50,10,3558.855477792289500
827,Location 17 - Location 3,17,3,11,3776.805862684144400
828,Location 17 - Location 2,17,2,12,3935.679541117047800
829,Location 17 - Location 1,17,1,13,4114.855951347134600
830,Location 17 - Location 36,17,36,14,4178.294782097051200
831,Location 17 - Location 7,17,7,15,4221.968695756697300
832,Location 17 - Location 34,17,34,16,4592.345844195852800
833,Location 17 - Location 47,17,47,17,4672.636562424886500
834,Location 17 - Location 18,17,18,18,4674.449359506005700
835,Location 17 - Location 29,17,29,19,4684.705040635777600
836,Location 17 - Location 40,17,40,20,4851.741519262488500
837,Location 17 - Location 9,17,9,21,5152.347526132546600
838,Location 17 - Location 24,17,24,22,5205.981349502762900
839,Location 17 - Location 51,17,51,23,5254.991433858333900
840,Location 17 - Location 10,17,10,24,5282.541511589723100
841,Location 17 - Location 15,17,15,25,5398.719984158397000
842,Location 17 - Location 39,17,39,26,5845.903107010529300
843,Location 17 - Location 16,17,16,27,7050.091055120845300
844,Location 17 - Location 48,17,48,28,7875.394051596567800
845,Location 17 - Location 44,17,44,29,8679.228822838938900
846,Location 17 - Location 12,17,12,30,11499.548086543802000
847,Location 17 - Location 45,17,45,31,11605.577970230554000
848,Location 17 - Location 46,17,46,32,12472.345477219864000
849,Location 17 - Location 13,17,13,33,13109.134878790966000
850,Location 17 - Location 14,17,14,34,14949.122418327563000
851,Location 17 - Location 37,17,37,35,15121.286452422512000
852,Location 17 - Location 41,17,41,36,15465.299620375976000
853,Location 17 - Location 49,17,49,37,15675.449114790168000
854,Location 17 - Location 43,17,43,38,16438.021413893464000
855,Location 17 - Location 42,17,42,39,16863.848938125899000
856,Location 17 - Location 8,17,8,40,17744.900808465016000
857,Location 17 - Location 4,17,4,41,17881.857384283499000
858,Location 17 - Location 6,17,6,42,18716.841454391775000
859,Location 17 - Location 21,17,21,43,18936.131624584479000
860,Location 17 - Location 25,17,25,44,19178.482233997376000
861,Location 17 - Location 22,17,22,45,19304.505469046158000
862,Location 17 - Location 20,17,20,46,21053.721198459065000
863,Location 17 - Location 31,17,31,47,21319.809301803431000
864,Location 17 - Location 19,17,19,48,21599.920565236116000
865,Location 17 - Location 27,17,27,49,24873.513447452402000
866,Location 17 - Location 32,17,32,50,28323.339456818710000
867,Location 17 - Location 30,17,30,51,28460.730950616180000
868,Location 18 - Location 18,18,18,1,0.000000000000000
869,Location 18 - Location 3,18,3,2,1811.689728382935500
870,Location 18 - Location 11,18,11,3,3281.535877454377400
871,Location 18 - Location 35,18,35,4,3586.644579553225000
872,Location 18 - Location 15,18,15,5,3723.503850584821500
873,Location 18 - Location 23,18,23,6,4492.420803284002400
874,Location 18 - Location 17,18,17,7,4674.449359506004800
875,Location 18 - Location 16,18,16,8,4848.171134915148300
876,Location 18 - Location 26,18,26,9,5693.905518454553200
877,Location 18 - Location 2,18,2,10,6552.221679764843400
878,Location 18 - Location 36,18,36,11,6770.744388507715500
879,Location 18 - Location 34,18,34,12,6827.335429122792400
880,Location 18 - Location 9,18,9,13,6910.678668917815200
881,Location 18 - Location 5,18,5,14,7014.024988432010100
882,Location 18 - Location 38,18,38,15,7402.660406619281300
883,Location 18 - Location 33,18,33,16,7478.131226739096700
884,Location 18 - Location 28,18,28,17,7498.941015762224200
885,Location 18 - Location 7,18,7,18,7539.529822056701100
886,Location 18 - Location 51,18,51,19,7612.718165302831900
887,Location 18 - Location 10,18,10,20,7658.762150921893400
888,Location 18 - Location 29,18,29,21,7850.585229651275800
889,Location 18 - Location 50,18,50,22,7958.717197303445600
890,Location 18 - Location 40,18,40,23,8249.089552031984600
891,Location 18 - Location 1,18,1,24,8613.077495948069600
892,Location 18 - Location 47,18,47,25,8661.111335062238100
893,Location 18 - Location 39,18,39,26,9295.196202681943800
894,Location 18 - Location 24,18,24,27,9518.486241704709800
895,Location 18 - Location 48,18,48,28,12187.898943798516000
896,Location 18 - Location 13,18,13,29,12428.090986097821000
897,Location 18 - Location 44,18,44,30,12991.733715040888000
898,Location 18 - Location 12,18,12,31,13932.249261139397000
899,Location 18 - Location 45,18,45,32,14038.279144826149000
900,Location 18 - Location 14,18,14,33,14351.870579121658000
901,Location 18 - Location 46,18,46,34,14905.046651815459000
902,Location 18 - Location 37,18,37,35,15331.029073162717000
903,Location 18 - Location 4,18,4,36,15975.663356246243000
904,Location 18 - Location 43,18,43,37,16575.450830468119000
905,Location 18 - Location 21,18,21,38,17029.937596547221000
906,Location 18 - Location 8,18,8,39,17063.856915771870000
907,Location 18 - Location 25,18,25,40,17272.288205960118000
908,Location 18 - Location 22,18,22,41,17398.311441008900000
909,Location 18 - Location 6,18,6,42,17702.161185459572000
910,Location 18 - Location 41,18,41,43,17898.000794971569000
911,Location 18 - Location 49,18,49,44,18108.150289385765000
912,Location 18 - Location 42,18,42,45,19296.550112721492000
913,Location 18 - Location 19,18,19,46,19693.726537198854000
914,Location 18 - Location 20,18,20,47,20372.677305765923000
915,Location 18 - Location 31,18,31,48,20722.557462597524000
916,Location 18 - Location 27,18,27,49,24192.469554759256000
917,Location 18 - Location 32,18,32,50,27726.087617612804000
918,Location 18 - Location 30,18,30,51,27863.479111410274000
919,Location 19 - Location 19,19,19,1,0.000000000000000
920,Location 19 - Location 22,19,22,2,3164.326807509643900
921,Location 19 - Location 4,19,4,3,4932.496650294740000
922,Location 19 - Location 25,19,25,4,5371.109144760885100
923,Location 19 - Location 21,19,21,5,5494.778894192179900
924,Location 19 - Location 6,19,6,6,6167.002483104527500
925,Location 19 - Location 8,19,8,7,7716.688444783038900
926,Location 19 - Location 14,19,14,8,9601.802319270387700
927,Location 19 - Location 13,19,13,9,10034.812838006888000
928,Location 19 - Location 20,19,20,10,10209.676325623906000
929,Location 19 - Location 31,19,31,11,10964.795499101272000
930,Location 19 - Location 37,19,37,12,11938.021146624737000
931,Location 19 - Location 43,19,43,13,12826.803414464828000
932,Location 19 - Location 27,19,27,14,14029.468574617240000
933,Location 19 - Location 16,19,16,15,14845.555402283699000
934,Location 19 - Location 15,19,15,16,16437.569024560591000
935,Location 19 - Location 32,19,32,17,17659.785998094041000
936,Location 19 - Location 30,19,30,18,18092.791885923463000
937,Location 19 - Location 3,19,3,19,18349.383146762480000
938,Location 19 - Location 9,19,9,20,19048.614677810900000
939,Location 19 - Location 18,19,18,21,19693.726537198847000
940,Location 19 - Location 11,19,11,22,20207.007083184479000
941,Location 19 - Location 10,19,10,23,20569.529814002231000
942,Location 19 - Location 35,19,35,24,20874.546768508462000
943,Location 19 - Location 23,19,23,25,21542.933170191482000
944,Location 19 - Location 17,19,17,26,21599.920565236109000
945,Location 19 - Location 2,19,2,27,22182.764327142489000
946,Location 19 - Location 26,19,26,28,22699.960405079066000
947,Location 19 - Location 5,19,5,29,24020.267166865684000
948,Location 19 - Location 36,19,36,30,24076.600984802022000
949,Location 19 - Location 34,19,34,31,24133.192025417102000
950,Location 19 - Location 38,19,38,32,24328.131612349385000
951,Location 19 - Location 33,19,33,33,24484.373405172770000
952,Location 19 - Location 28,19,28,34,24505.183194195899000
953,Location 19 - Location 7,19,7,35,24625.558906959868000
954,Location 19 - Location 50,19,50,36,24884.188403033553000
955,Location 19 - Location 51,19,51,37,24918.574761597141000
956,Location 19 - Location 29,19,29,38,25088.295251838947000
957,Location 19 - Location 40,19,40,39,25255.331730465663000
958,Location 19 - Location 1,19,1,40,25538.548701678177000
959,Location 19 - Location 47,19,47,41,25667.353513495924000
960,Location 19 - Location 39,19,39,42,26301.438381115622000
961,Location 19 - Location 24,19,24,43,26443.957447434816000
962,Location 19 - Location 48,19,48,44,29113.370149528622000
963,Location 19 - Location 12,19,12,45,29562.791908517040000
964,Location 19 - Location 45,19,45,46,29668.821792203795000
965,Location 19 - Location 44,19,44,47,29917.204920770993000
966,Location 19 - Location 46,19,46,48,30535.589299193107000
967,Location 19 - Location 41,19,41,49,33528.543442349219000
968,Location 19 - Location 49,19,49,50,33738.692936763407000
969,Location 19 - Location 42,19,42,51,34927.092760099142000
970,Location 20 - Location 20,20,20,1,0.000000000000000
971,Location 20 - Location 31,20,31,2,1757.668925419733800
972,Location 20 - Location 27,20,27,3,4465.078461778203700
973,Location 20 - Location 6,20,6,4,4612.813032252720400
974,Location 20 - Location 8,20,8,5,4896.762775435491700
975,Location 20 - Location 21,20,21,6,4912.822433641963500
976,Location 20 - Location 4,20,4,7,5632.355857663901600
977,Location 20 - Location 25,20,25,8,5930.575237018917500
978,Location 20 - Location 14,20,14,9,6861.861598574044400
979,Location 20 - Location 22,20,22,10,7290.231775317330200
980,Location 20 - Location 32,20,32,11,7904.294566851457600
981,Location 20 - Location 13,20,13,12,8565.218120354533300
982,Location 20 - Location 37,20,37,13,8630.330702377656100
983,Location 20 - Location 30,20,30,14,8748.591227058103000
984,Location 20 - Location 43,20,43,15,9519.112970217747700
985,Location 20 - Location 19,20,19,16,10209.676325623903000
986,Location 20 - Location 16,20,16,17,15524.506170850780000
987,Location 20 - Location 9,20,9,18,16301.698351426488000
988,Location 20 - Location 15,20,15,19,17116.519793127671000
989,Location 20 - Location 10,20,10,20,17497.357361376788000
990,Location 20 - Location 3,20,3,21,19028.333915329560000
991,Location 20 - Location 2,20,2,22,19110.591874517042000
992,Location 20 - Location 18,20,18,23,20372.677305765927000
993,Location 20 - Location 11,20,11,24,20502.086401982378000
994,Location 20 - Location 35,20,35,25,21004.445465893150000
995,Location 20 - Location 17,20,17,26,21053.721198459072000
996,Location 20 - Location 23,20,23,27,21606.767326677131000
997,Location 20 - Location 26,20,26,28,22121.020050902007000
